date,trend
2010-01-01,
2010-02-01,
2010-03-01,
2010-04-01,
2010-05-01,
2010-06-01,
2010-07-01,46.724540207663075
2010-08-01,46.778565163527155
2010-09-01,46.83237679968875
2010-10-01,46.88377494491461
2010-11-01,46.936608878779055
2010-12-01,46.97752846933003
2011-01-01,47.01185341519266
2011-02-01,47.043093000513416
2011-03-01,47.08142949285329
2011-04-01,47.13466587009836
2011-05-01,47.17934522906364
2011-06-01,47.21819849655003
2011-07-01,47.25162389220668
2011-08-01,47.27716165159055
2011-09-01,47.31128306461571
2011-10-01,47.34292439534935
2011-11-01,47.35760583696305
2011-12-01,47.37437338871331
2012-01-01,47.39415469844404
2012-02-01,47.41296985809455
2012-03-01,47.4295365005314
2012-04-01,47.433210913745725
2012-05-01,47.43919153193775
2012-06-01,47.44943281533031
2012-07-01,47.46167277136552
2012-08-01,47.46890261365559
2012-09-01,47.465485343090485
2012-10-01,47.46378909550973
2012-11-01,47.47169049591619
2012-12-01,47.47812938704118
2013-01-01,47.48557106895485
2013-02-01,47.50024505556406
2013-03-01,47.505868217194745
2013-04-01,47.506390226367664
2013-05-01,47.511309970671654
2013-06-01,47.520309730761234
2013-07-01,47.531067200081104
2013-08-01,47.54636370675454
2013-09-01,47.55890088751287
2013-10-01,47.56292399753233
2013-11-01,47.57118810435412
2013-12-01,47.58682969123997
2014-01-01,47.60620748527446
2014-02-01,47.61667541821914
2014-03-01,47.619823262924996
2014-04-01,47.62812365972956
2014-05-01,47.63217738569236
2014-06-01,47.63897449940172
2014-07-01,47.65923609745124
2014-08-01,47.67440180740489
2014-09-01,47.68817836093703
2014-10-01,47.70482880216156
2014-11-01,47.71538504676015
2014-12-01,47.72481670582122
2015-01-01,47.73184148702136
2015-02-01,47.747068836317446
2015-03-01,47.771236955867025
2015-04-01,47.79129407911092
2015-05-01,47.80862222318835
2015-06-01,47.818833072697075
2015-07-01,47.83085688024264
2015-08-01,47.85378700324145
2015-09-01,47.871781770167
2015-10-01,47.89025352515236
2015-11-01,47.90951827669104
2015-12-01,47.9237914633937
2016-01-01,47.93789210253726
2016-02-01,47.94890513889085
2016-03-01,47.96455872719123
2016-04-01,47.984083148970974
2016-05-01,48.00584557777184
2016-06-01,48.03775211597583
2016-07-01,48.06320740007537
2016-08-01,48.07726683998001
2016-09-01,48.09563676904644
2016-10-01,48.108198705729045
2016-11-01,48.121077963765345
2016-12-01,48.14441590915426
2017-01-01,48.16825161039861
2017-02-01,48.18729811427335
2017-03-01,48.19788935959278
2017-04-01,48.206656099613085
2017-05-01,48.2220548782541
2017-06-01,48.23325812851023
2017-07-01,48.243576676154916
2017-08-01,48.26304095201715
2017-09-01,48.28253460943974
2017-10-01,48.303814450797766
2017-11-01,48.32004747059135
2017-12-01,48.327329684486216
2018-01-01,48.33655055834207
2018-02-01,48.349808207813815
2018-03-01,48.36298393615729
2018-04-01,48.37855988889378
2018-05-01,48.394136308223594
2018-06-01,48.401305471885266
2018-07-01,48.41024580590533
2018-08-01,48.42381315614613
2018-09-01,48.436486058196785
2018-10-01,48.45387172047249
2018-12-01,48.471932480045595
2019-01-01,48.48670575062377
2019-02-01,48.49649686834232
2019-03-01,48.50618219599781
2019-04-01,48.51867910318792
2019-05-01,48.52658746255494
2019-06-01,48.52823189785008
2019-07-01,48.52871402812736
2019-08-01,48.51923365055518
2019-09-01,48.500602546970356
2019-10-01,48.48363239192362
2019-11-01,48.45811335792291
2019-12-01,48.42107394677264
2020-01-01,48.37825194124135
2020-02-01,48.33782296934024
2020-03-01,48.30060031314757
2020-04-01,48.26937669454095
2020-05-01,48.23639974982203
2020-06-01,48.20319859824342
2020-07-01,48.16963988842092
2020-08-01,48.132797748366606
2020-09-01,48.11052066276422
2020-10-01,48.09462150676376
2020-11-01,48.08306373958708
2020-12-01,48.08767763811093
2021-01-01,48.106855910207166
2021-02-01,48.130508232940635
2021-03-01,48.14981301027282
2021-04-01,48.16331011995631
2021-05-01,48.178842788333675
2021-06-01,48.19468498980185
2021-07-01,48.212981885490635
2021-08-01,48.24917245868242
2021-09-01,48.291443780867446
2021-10-01,48.32120352720921
2021-11-01,48.34886227126167
2021-12-01,48.373094769890656
2022-01-01,48.380489984734055
2022-02-01,48.38359111442692
2022-03-01,48.39211903069683
2022-04-01,48.398256289652046
2022-05-01,48.40762379445548
2022-06-01,48.42216675066581
2022-07-01,48.436136834918535
2022-08-01,48.44324806021199
2022-09-01,48.442896986812386
2022-10-01,48.44736788487429
2022-11-01,48.45235546367586
2022-12-01,48.454821644013585
2023-01-01,48.46373256613881
2023-02-01,48.469648439604
2023-03-01,48.4702802109701
2023-04-01,48.470483588731284
2023-05-01,48.466587418347345
2023-06-01,48.46321912796858
2023-07-01,48.46190350286096
2023-08-01,48.45332589866065
2023-09-01,48.435892318505836
2023-10-01,48.425479867661224
2023-11-01,48.40940639817452
2023-12-01,48.387290191739524
2024-01-01,48.367646268221044
2024-02-01,48.34535606210632
2024-03-01,48.331684779108386
2024-04-01,48.32666067102298
2024-05-01,48.320109267091745
2024-06-01,48.31114881707708
2024-07-01,48.29578319743528
2024-08-01,48.28194361443832
2024-09-01,48.27412005910523
2024-10-01,48.25635795604979
2024-11-01,48.24004219943542
2024-12-01,48.23264348337175
2025-01-01,48.22408034570021
2025-02-01,48.21457276684477
2025-03-01,48.192447341598275
2025-04-01,48.1686877525243
2025-05-01,
2025-06-01,
2025-07-01,
2025-08-01,
2025-09-01,
2025-10-01,
