date,seasonal
2024-04-01,-0.05034443821745893
2024-05-01,0.006548154061125739
2024-06-01,0.028908302155787925
2024-07-01,-0.007585093287697128
2024-08-01,-0.021591804120214577
2024-09-01,0.03366291646021895
2024-10-01,0.09653677511115512
2024-11-01,0.05615837192604576
2024-12-01,0.08083573284420077
2025-01-01,0.01243280885825331
2025-02-01,-0.1077879757423059
2025-03-01,-0.12777375004911104
2025-04-01,-0.05034443821745893
2025-05-01,0.006548154061125739
2025-06-01,0.028908302155787925
2025-07-01,-0.007585093287697128
2025-08-01,-0.021591804120214577
2025-09-01,0.03366291646021895
2025-10-01,0.09653677511115512
