date,seasonal
2011-01-01,0.014439034668604855
2011-02-01,0.007277214494056901
2011-03-01,0.00508050738902036
2011-04-01,-0.015912646447807197
2011-05-01,-0.011794410863488222
2011-06-01,-0.005830882536177211
2011-07-01,-0.010217143310015435
2011-08-01,0.0024264212771302656
2011-09-01,0.003346204696103753
2011-10-01,0.004989878278980491
2011-11-01,0.007612338183097951
2011-12-01,-0.0014165158295065118
2012-01-01,0.014439034668604855
2012-02-01,0.007277214494056901
2012-03-01,0.00508050738902036
2012-04-01,-0.015912646447807197
2012-05-01,-0.011794410863488222
2012-06-01,-0.005830882536177211
2012-07-01,-0.010217143310015435
2012-08-01,0.0024264212771302656
2012-09-01,0.003346204696103753
2012-10-01,0.004989878278980491
2012-11-01,0.007612338183097951
2012-12-01,-0.0014165158295065118
2013-01-01,0.014439034668604855
2013-02-01,0.007277214494056901
2013-03-01,0.00508050738902036
2013-04-01,-0.015912646447807197
2013-05-01,-0.011794410863488222
2013-06-01,-0.005830882536177211
2013-07-01,-0.010217143310015435
2013-08-01,0.0024264212771302656
2013-09-01,0.003346204696103753
2013-10-01,0.004989878278980491
2013-11-01,0.007612338183097951
2013-12-01,-0.0014165158295065118
2014-01-01,0.014439034668604855
2014-02-01,0.007277214494056901
2014-03-01,0.00508050738902036
2014-04-01,-0.015912646447807197
2014-05-01,-0.011794410863488222
2014-06-01,-0.005830882536177211
2014-07-01,-0.010217143310015435
2014-08-01,0.0024264212771302656
2014-09-01,0.003346204696103753
2014-10-01,0.004989878278980491
2014-11-01,0.007612338183097951
2014-12-01,-0.0014165158295065118
2015-01-01,0.014439034668604855
2015-02-01,0.007277214494056901
2015-03-01,0.00508050738902036
2015-04-01,-0.015912646447807197
2015-05-01,-0.011794410863488222
2015-06-01,-0.005830882536177211
2015-07-01,-0.010217143310015435
2015-08-01,0.0024264212771302656
2015-09-01,0.003346204696103753
2015-10-01,0.004989878278980491
2015-11-01,0.007612338183097951
2015-12-01,-0.0014165158295065118
2016-01-01,0.014439034668604855
2016-02-01,0.007277214494056901
2016-03-01,0.00508050738902036
2016-04-01,-0.015912646447807197
2016-05-01,-0.011794410863488222
2016-06-01,-0.005830882536177211
2016-07-01,-0.010217143310015435
2016-08-01,0.0024264212771302656
2016-09-01,0.003346204696103753
2016-10-01,0.004989878278980491
2016-11-01,0.007612338183097951
2016-12-01,-0.0014165158295065118
2017-01-01,0.014439034668604855
2017-02-01,0.007277214494056901
2017-03-01,0.00508050738902036
2017-04-01,-0.015912646447807197
2017-05-01,-0.011794410863488222
2017-06-01,-0.005830882536177211
2017-07-01,-0.010217143310015435
2017-08-01,0.0024264212771302656
2017-09-01,0.003346204696103753
2017-10-01,0.004989878278980491
2017-11-01,0.007612338183097951
2017-12-01,-0.0014165158295065118
2018-01-01,0.014439034668604855
2018-02-01,0.007277214494056901
2018-03-01,0.00508050738902036
2018-04-01,-0.015912646447807197
2018-05-01,-0.011794410863488222
2018-06-01,-0.005830882536177211
2018-07-01,-0.010217143310015435
2018-08-01,0.0024264212771302656
2018-09-01,0.003346204696103753
2018-10-01,0.004989878278980491
2018-12-01,0.007612338183097951
2019-01-01,-0.0014165158295065118
2019-02-01,0.014439034668604855
2019-03-01,0.007277214494056901
2019-04-01,0.00508050738902036
2019-05-01,-0.015912646447807197
2019-06-01,-0.011794410863488222
2019-07-01,-0.005830882536177211
2019-08-01,-0.010217143310015435
2019-09-01,0.0024264212771302656
2019-10-01,0.003346204696103753
2019-11-01,0.004989878278980491
2019-12-01,0.007612338183097951
2020-01-01,-0.0014165158295065118
2020-02-01,0.014439034668604855
2020-03-01,0.007277214494056901
2020-04-01,0.00508050738902036
2020-05-01,-0.015912646447807197
2020-06-01,-0.011794410863488222
2020-07-01,-0.005830882536177211
2020-08-01,-0.010217143310015435
2020-09-01,0.0024264212771302656
2020-10-01,0.003346204696103753
2020-11-01,0.004989878278980491
2020-12-01,0.007612338183097951
2021-01-01,-0.0014165158295065118
2021-02-01,0.014439034668604855
2021-03-01,0.007277214494056901
2021-04-01,0.00508050738902036
2021-05-01,-0.015912646447807197
2021-06-01,-0.011794410863488222
2021-07-01,-0.005830882536177211
2021-08-01,-0.010217143310015435
2021-09-01,0.0024264212771302656
2021-10-01,0.003346204696103753
2021-11-01,0.004989878278980491
2021-12-01,0.007612338183097951
2022-01-01,-0.0014165158295065118
2022-02-01,0.014439034668604855
2022-03-01,0.007277214494056901
2022-04-01,0.00508050738902036
2022-05-01,-0.015912646447807197
2022-06-01,-0.011794410863488222
2022-07-01,-0.005830882536177211
2022-08-01,-0.010217143310015435
2022-09-01,0.0024264212771302656
2022-10-01,0.003346204696103753
2022-11-01,0.004989878278980491
2022-12-01,0.007612338183097951
2023-01-01,-0.0014165158295065118
2023-02-01,0.014439034668604855
2023-03-01,0.007277214494056901
2023-04-01,0.00508050738902036
2023-05-01,-0.015912646447807197
2023-06-01,-0.011794410863488222
2023-07-01,-0.005830882536177211
2023-08-01,-0.010217143310015435
2023-09-01,0.0024264212771302656
2023-10-01,0.003346204696103753
2023-11-01,0.004989878278980491
2023-12-01,0.007612338183097951
2024-01-01,-0.0014165158295065118
2024-02-01,0.014439034668604855
2024-03-01,0.007277214494056901
2024-04-01,0.00508050738902036
2024-05-01,-0.015912646447807197
2024-06-01,-0.011794410863488222
2024-07-01,-0.005830882536177211
2024-08-01,-0.010217143310015435
2024-09-01,0.0024264212771302656
2024-10-01,0.003346204696103753
2024-11-01,0.004989878278980491
2024-12-01,0.007612338183097951
2025-01-01,-0.0014165158295065118
2025-02-01,0.014439034668604855
2025-03-01,0.007277214494056901
2025-04-01,0.00508050738902036
2025-05-01,-0.015912646447807197
2025-06-01,-0.011794410863488222
2025-07-01,-0.005830882536177211
2025-08-01,-0.010217143310015435
2025-09-01,0.0024264212771302656
2025-10-01,0.003346204696103753
